codigo_ocorrencia,classification,type,category_type,icao_type,latitude,longitude,city,state,aerodrome,date,hour_of_incident,status,report_number,aircraft_involved,rwy_excursion
201405272917204,INCIDENT,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-16.3288,-48.9572,ANÁPOLIS,GO,SBAN,2014-05-27,1900-01-01 11:55:00,FINALIZADA,***,1,0
201108255613315,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-16.3667,-48.9,ANÁPOLIS,GO,****,2011-08-25,1900-01-01 18:30:00,FINALIZADA,A-509/CENIPA/2014,1,0
200906189666630,ACCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.3625,-48.9281,ANÁPOLIS,GO,****,2009-06-18,1900-01-01 18:40:00,ATIVA,A-543/CENIPA/2018,1,1
201407074104552,SERIOUS INCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-16.3288,-48.9572,ANÁPOLIS,GO,****,2014-07-07,1900-01-01 12:46:00,FINALIZADA,***,1,0
201304044553059,INCIDENT,POUSO EM LOCAL NÃO PREVISTO,OUTROS,OTHR,-16.3288,-48.9572,ANÁPOLIS,GO,****,2013-04-04,1900-01-01 22:34:00,FINALIZADA,***,1,0
201203097537390,INCIDENT,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-16.3288,-48.9572,ANÁPOLIS,GO,****,2012-03-09,1900-01-01 08:30:00,FINALIZADA,***,1,0
201702061906198,INCIDENT,COM LANÇAMENTO DE PESSOAS,OUTROS,OTHR,-16.3625,-48.9281,ANÁPOLIS,GO,SWNS,2016-05-27,1900-01-01 18:00:00,FINALIZADA,***,1,0
201109139472933,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-23.1639,-51.9133,ÂNGULO,PR,****,2011-09-13,1900-01-01 11:35:00,FINALIZADA,A-022/CENIPA/2013,1,0
201501147342273,ACCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-8.1986,-45.2317,BAIXA GRANDE DO RIBEIRO,PI,****,2015-01-14,1900-01-01 10:50:00,FINALIZADA,A-007/CENIPA/2015,1,0
201209188685502,INCIDENT,VAZAMENTO DE OUTROS FLUIDOS,OUTROS,OTHR,-4.2315,-44.7816,BACABAL,MA,****,2012-09-18,1900-01-01 10:24:00,FINALIZADA,***,1,0
201110074966148,ACCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-6.2067,-35.2942,ARÊS,RN,****,2011-10-07,1900-01-01 08:30:00,ATIVA,A-550/CENIPA/2016,1,0
201308312485629,SERIOUS INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-20.8501,-41.1119,CACHOEIRO DE ITAPEMIRIM,ES,SNKI,2013-08-31,1900-01-01 13:00:00,FINALIZADA,IG-155/CENIPA/2013,1,0
201206281694764,INCIDENT,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.0842,-63.1422,COARI,AM,****,2012-06-28,1900-01-01 12:00:00,FINALIZADA,***,1,0
201105244433513,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-4.8833,-65.3569,COARI,AM,****,2011-05-24,1900-01-01 13:43:00,ATIVA,A-531/CENIPA/2016,1,1
200806019475508,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,****,2008-06-01,1900-01-01 14:40:00,FINALIZADA,***,1,0
201505205620091,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.1339,-63.1311,COARI,AM,SWKO,2015-05-20,1900-01-01 17:00:00,FINALIZADA,***,1,0
200907107891863,INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.0842,-63.1422,COARI,AM,****,2009-07-10,1900-01-01 19:50:00,FINALIZADA,***,1,0
201006021505338,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,****,2010-06-02,1900-01-01 19:00:00,FINALIZADA,***,1,0
201105288519733,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,****,2011-05-28,1900-01-01 17:23:00,FINALIZADA,***,1,0
201204215889789,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,****,2012-04-21,1900-01-01 13:05:00,FINALIZADA,***,1,0
201102233787831,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.9667,-65.15,COARI,AM,****,2011-02-23,1900-01-01 09:50:00,ATIVA,A DEFINIR,1,0
200804217476291,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.1339,-63.1311,COARI,AM,SWKO,2008-04-21,1900-01-01 19:00:00,FINALIZADA,A-031/CENIPA/2010,1,1
201703232134054,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-4.8831,-65.3558,COARI,AM,SBUY,2017-03-21,1900-01-01 01:25:00,ATIVA,A-053/CENIPA/2017,1,1
201108136105131,INCIDENT,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.0842,-63.1422,COARI,AM,****,2011-08-13,1900-01-01 03:00:00,FINALIZADA,***,1,0
201607261741297,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.8831,-65.3558,COARI,AM,SBUY,2016-03-09,1900-01-01 14:29:00,FINALIZADA,***,1,0
201206218805251,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,****,2012-06-21,1900-01-01 12:15:00,FINALIZADA,***,1,0
201408165184033,SERIOUS INCIDENT,F.O.D.,OUTROS,OTHR,-4.7467,-65.2536,COARI,AM,****,2014-08-16,1900-01-01 11:57:00,FINALIZADA,IG-135/CENIPA/2014,1,0
201507226996955,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.1339,-69.1311,COARI,AM,SWKO,2015-07-22,1900-01-01 13:09:00,FINALIZADA,***,1,0
201106034180556,SERIOUS INCIDENT,COLISÃO EM VOO COM OBJETO REBOCADO,OUTROS,OTHR,-4.8833,-65.3564,COARI,AM,****,2011-06-03,1900-01-01 18:00:00,FINALIZADA,IG-518/CENIPA/2016,1,0
200910063738076,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-4.0842,-63.1422,COARI,AM,****,2009-10-06,1900-01-01 19:00:00,FINALIZADA,***,1,0
200905119443905,INCIDENT,COLISÃO EM VOO COM OBJETO REBOCADO,OUTROS,OTHR,-4.0842,-63.1422,COARI,AM,****,2009-05-11,1900-01-01 18:00:00,FINALIZADA,***,1,0
201001078669978,INCIDENT,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-4.8831,-65.3558,COARI,AM,SBUY,2010-01-07,1900-01-01 18:40:00,FINALIZADA,***,1,1
200802153858261,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,****,2008-02-15,1900-01-01 12:00:00,FINALIZADA,***,1,0
201208123058933,SERIOUS INCIDENT,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-4.1339,-63.1311,COARI,AM,SWKO,2012-08-12,1900-01-01 12:20:00,FINALIZADA,IG-134/CENIPA/2013,1,0
201402012783617,INCIDENT,COM LANÇAMENTO DE CARGA,OUTROS,OTHR,-4.0842,-63.1422,COARI,AM,****,2014-02-01,1900-01-01 19:16:00,FINALIZADA,***,1,0
201406034802525,INCIDENT,COM LANÇAMENTO DE CARGA,OUTROS,OTHR,-4.0842,-63.1422,COARI,AM,****,2014-06-03,1900-01-01 14:10:00,FINALIZADA,***,1,0
201104259642130,INCIDENT,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-4.0842,-63.1422,COARI,AM,****,2011-04-25,1900-01-01 11:30:00,FINALIZADA,***,1,0
201006276442081,INCIDENT,COM LANÇAMENTO DE CARGA,OUTROS,OTHR,-4.0842,-63.1422,COARI,AM,****,2010-06-27,1900-01-01 12:20:00,FINALIZADA,***,1,0
201208156194604,INCIDENT,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-4.0842,-63.1422,COARI,AM,SBUY,2012-08-15,1900-01-01 20:33:00,FINALIZADA,***,1,0
201403181471641,INCIDENT,COM LANÇAMENTO DE CARGA,OUTROS,OTHR,-4.0842,-63.1422,COARI,AM,****,2014-03-18,1900-01-01 18:45:00,FINALIZADA,***,1,0
201211082837242,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-15.2917,-58.3203,ARAPUTANGA,MT,****,2012-11-08,1900-01-01 12:10:00,FINALIZADA,A-536/CENIPA/2015,1,0
201602261212385,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.1011,-51.4517,ÁLVARES MACHADO,SP,SDEM,2016-02-20,1900-01-01 13:30:00,FINALIZADA,***,1,0
201504048870269,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-22.1011,-51.4517,ÁLVARES MACHADO,SP,SDEM,2015-04-04,1900-01-01 20:30:00,FINALIZADA,***,1,0
201011091278987,ACCIDENT,OUTROS,OUTROS,OTHR,-12.7981,-41.3247,ANDARAÍ,BA,****,2010-11-09,1900-01-01 18:30:00,FINALIZADA,A-057/CENIPA/2011,1,0
201801041135187,SERIOUS INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-32.1761,-52.8989,ARROIO GRANDE,RS,****,2018-01-03,1900-01-01 13:51:00,FINALIZADA,***,1,0
201802281417066,ACCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-32.0644,-52.7808,ARROIO GRANDE,RS,****,2018-02-08,1900-01-01 15:30:00,ATIVA,A-022/CENIPA/2018,1,0
201412304843219,ACCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-31.9622,-52.6389,ARROIO GRANDE,RS,****,2014-12-30,1900-01-01 08:50:00,FINALIZADA,A-212/CENIPA/2014,1,0
201112102096498,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-32.2558,-52.9922,ARROIO GRANDE,RS,****,2011-12-10,1900-01-01 11:55:00,ATIVA,A-547/CENIPA/2016,1,1
201802281755435,ACCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-32.1497,-52.7794,ARROIO GRANDE,RS,5JTI,2018-01-26,1900-01-01 09:00:00,ATIVA,A-017/CENIPA/2018,1,0
201202158564157,ACCIDENT,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,-32.2736,-53.0756,ARROIO GRANDE,RS,****,2012-02-15,1900-01-01 13:00:00,FINALIZADA,A-082/8CENIPA/2013,1,0
201001242939426,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-22.4795,-42.2042,CASIMIRO DE ABREU,RJ,****,2010-01-24,1900-01-01 16:15:00,FINALIZADA,***,1,0
201605021209112,ACCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-14.3975,-56.9158,ARENÁPOLIS,MT,****,2016-04-26,1900-01-01 18:30:00,FINALIZADA,A-079/CENIPA/2016,1,0
201408035028207,ACCIDENT,INDETERMINADO,INDETERMINADO,UNK,-7.5353,-46.0567,BALSAS,MA,****,2014-08-03,1900-01-01 09:10:00,ATIVA,A-130/CENIPA/2014,1,0
201805041436502,SERIOUS INCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-8.0383,-45.9819,BALSAS,MA,****,2018-05-03,1900-01-01 18:00:00,FINALIZADA,***,1,0
201502079680238,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-7.6311,-46.7717,BALSAS,MA,****,2015-02-07,1900-01-01 11:30:00,FINALIZADA,A-020/CENIPA/2015 ,1,0
201209123503270,ACCIDENT,OUTROS,OUTROS,OTHR,-7.5253,-46.0533,BALSAS,MA,****,2012-09-12,1900-01-01 20:50:00,FINALIZADA,A-527/CENIPA/2014,1,0
201604181706593,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-8.4094,-46.7189,BALSAS,MA,****,2016-04-06,1900-01-01 10:05:00,FINALIZADA,A-064/CENIPA/2016,1,0
201511092491876,ACCIDENT,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,-7.5253,-46.0533,BALSAS,MA,SNBS,2015-11-09,1900-01-01 19:30:00,FINALIZADA,A-147/CENIPA/2015,1,0
201707050146112,INCIDENT,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.3847,-48.4789,BELÉM,PA,SBBE,2017-07-04,1900-01-01 15:25:00,FINALIZADA,***,1,0
201607061730089,ACCIDENT,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4453,-48.4458,BELÉM,PA,****,2016-07-02,1900-01-01 16:25:00,FINALIZADA,A-096/CENIPA/2016,1,0
201405316034817,INCIDENT,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-1.4598,-48.4878,BELÉM,PA,SBBE,2014-05-31,1900-01-01 08:25:00,FINALIZADA,***,1,0
200804106060471,INCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4598,-48.4878,BELÉM,PA,****,2008-04-10,1900-01-01 13:47:00,FINALIZADA,***,1,0
201003157975103,INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBJC,2010-03-15,1900-01-01 18:15:00,FINALIZADA,***,1,0
200807255447576,INCIDENT,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-1.4598,-48.4878,BELÉM,PA,SBBE,2008-07-25,1900-01-01 14:15:00,FINALIZADA,***,1,0
201702062213457,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.415,-48.4589,BELÉM,PA,SBJC,2017-02-03,1900-01-01 15:12:00,FINALIZADA,***,1,0
201102183438666,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.3847,-48.4789,BELÉM,PA,SBBE,2011-02-18,1900-01-01 23:42:00,FINALIZADA,***,1,1
201206306828995,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,SBJC,2012-06-30,1900-01-01 15:51:00,FINALIZADA,***,1,0
201001281486823,INCIDENT,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4598,-48.4878,BELÉM,PA,****,2010-01-28,1900-01-01 16:00:00,FINALIZADA,***,1,0
200801294556013,INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBBE,2008-01-29,1900-01-01 11:42:00,FINALIZADA,***,1,0
201108196280612,SERIOUS INCIDENT,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA,ARC,-1.4598,-48.4878,BELÉM,PA,SBJC,2011-08-19,1900-01-01 11:11:00,ATIVA,A DEFINIR,1,1
201306263398639,SERIOUS INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-1.4119,-48.4589,BELÉM,PA,SBJC,2013-06-26,1900-01-01 12:45:00,FINALIZADA,IG-120/CENIPA/2013,1,1
201010049862959,SERIOUS INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,****,2010-10-04,1900-01-01 13:50:00,ATIVA,A DEFINIR,1,0
201202251218708,ACCIDENT,DESORIENTAÇÃO ESPACIAL,MÉDICO,MED,-1.4886,-48.42,BELÉM,PA,****,2012-02-25,1900-01-01 11:47:00,FINALIZADA,A-058/CENIPA/2013,1,0
201505098536724,INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.3847,-48.4789,BELÉM,PA,SBBE,2015-05-09,1900-01-01 12:53:00,FINALIZADA,***,1,0
201212069111279,SERIOUS INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-1.415,-48.4589,BELÉM,PA,SBJC,2012-12-06,1900-01-01 13:15:00,FINALIZADA,IG-603/CENIPA/2014,1,1
201409167460050,SERIOUS INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.415,-48.4589,BELÉM,PA,SBJC,2014-09-16,1900-01-01 12:00:00,FINALIZADA,IG-157/CENIPA/2014,1,1
201503192940632,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,SBBE,2015-03-19,1900-01-01 03:25:00,FINALIZADA,***,1,0
201406119704363,INCIDENT,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4598,-48.4878,BELÉM,PA,SBBE,2014-06-11,1900-01-01 21:50:00,FINALIZADA,***,1,0
201206233807198,INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-1.4598,-48.4878,BELÉM,PA,SBJC,2012-06-23,1900-01-01 11:50:00,FINALIZADA,***,1,0
201304261869005,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4078,-48.4639,BELÉM,PA,****,2013-04-26,1900-01-01 12:15:00,FINALIZADA,A-083/CENIPA/2013,1,0
201306273962218,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBBE,2013-06-27,1900-01-01 12:51:00,FINALIZADA,***,1,0
201406154417302,INCIDENT,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4598,-48.4878,BELÉM,PA,SBBE,2014-06-15,1900-01-01 21:41:00,FINALIZADA,***,1,0
201407036146894,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,SBBE,2014-07-03,1900-01-01 19:58:00,FINALIZADA,***,1,0
201403245808652,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,SBBE,2014-03-24,1900-01-01 18:30:00,FINALIZADA,***,1,0
201510014463364,INCIDENT,OUTROS,OUTROS,OTHR,-1.3847,-48.4789,BELÉM,PA,SBBE,2015-10-01,1900-01-01 18:30:00,FINALIZADA,***,1,0
200805079652898,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBBE,2008-05-07,1900-01-01 17:38:00,FINALIZADA,***,1,0
201011199834898,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-1.4598,-48.4878,BELÉM,PA,****,2010-11-19,1900-01-01 15:56:00,FINALIZADA,***,1,0
201202042861026,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,SBBE,2012-02-04,1900-01-01 14:55:00,FINALIZADA,***,1,0
201202089219196,ACCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-1.3917,-48.4939,BELÉM,PA,****,2012-02-08,1900-01-01 01:44:00,FINALIZADA,A-055/CENIPA/2013,1,0
201001263547558,INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBJC,2010-01-26,1900-01-01 14:30:00,FINALIZADA,***,1,0
201304097000557,INCIDENT,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,MAC,-1.4598,-48.4878,BELÉM,PA,SBBE,2013-04-09,1900-01-01 22:17:00,FINALIZADA,***,1,0
201309032120048,ACCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-1.4361,-48.4306,BELÉM,PA,****,2013-09-03,1900-01-01 17:45:00,FINALIZADA,A-160/CENIPA/2013,1,0
201208084676289,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,SBBE,2012-08-08,1900-01-01 22:59:00,FINALIZADA,***,1,0
201012016897994,INCIDENT,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,****,2010-12-01,1900-01-01 20:30:00,FINALIZADA,***,1,0
201507036397089,SERIOUS INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.415,-48.4589,BELÉM,PA,SBJC,2015-07-03,1900-01-01 13:33:00,FINALIZADA,IG-095/CENIPA/2015,1,1
201206017405998,ACCIDENT,OUTROS,OUTROS,OTHR,-1.415,-48.4589,BELÉM,PA,SBJC,2012-06-01,1900-01-01 15:08:00,ATIVA,A DEFINIR,1,0
201111102265077,INCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBJC,2011-11-10,1900-01-01 12:24:00,FINALIZADA,***,1,0
201406088459409,INCIDENT,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,-1.3858,-48.4789,BELÉM,PA,SBBE,2014-06-08,1900-01-01 23:17:00,FINALIZADA,16/INCID/2014,1,0
200909261726375,INCIDENT,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4598,-48.4878,BELÉM,PA,****,2009-09-26,1900-01-01 20:35:00,FINALIZADA,***,1,0
201009246639670,ACCIDENT,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR,SCF-PP,-1.4144,-48.4608,BELÉM,PA,SBJC,2010-09-24,1900-01-01 18:10:00,FINALIZADA,A-035/CENIPA/2012,1,0
201706162109264,INCIDENT,OUTROS,OUTROS,OTHR,-1.3847,-48.4764,BELÉM,PA,SBBE,2017-06-15,1900-01-01 17:00:00,FINALIZADA,***,1,0
200811158999680,INCIDENT,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO,GCOL,-1.4598,-48.4878,BELÉM,PA,SBJC,2008-11-15,1900-01-01 10:30:00,FINALIZADA,***,1,0
201601261427295,ACCIDENT,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.415,-48.4589,BELÉM,PA,SBJC,2016-01-04,1900-01-01 14:56:00,ATIVA,A-002/CENIPA/2016,1,1
201104084258849,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,****,2011-04-08,1900-01-01 21:36:00,FINALIZADA,***,1,0
201408192356339,SERIOUS INCIDENT,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,-1.3847,-48.4789,BELÉM,PA,SBBE,2014-08-19,1900-01-01 08:45:00,FINALIZADA,IG-139/CENIPA/2014,1,0
201509138824290,ACCIDENT,PANE SECA,COMBUSTÍVEL,FUEL,-1.3928,-48.4853,BELÉM,PA,****,2015-09-13,1900-01-01 13:17:00,FINALIZADA,***,1,0
200807071315167,INCIDENT,PROBLEMAS FISIOLÓGICOS,MÉDICO,MED,-1.4598,-48.4878,BELÉM,PA,SBBE,2008-07-07,1900-01-01 19:00:00,FINALIZADA,***,1,0
201104121756210,INCIDENT,OUTROS,OUTROS,OTHR,-1.4598,-48.4878,BELÉM,PA,****,2011-04-12,1900-01-01 22:57:00,FINALIZADA,***,1,0
201003165696639,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBJC,2010-03-16,1900-01-01 20:00:00,FINALIZADA,***,1,0
201603221657327,INCIDENT,OUTROS,OUTROS,OTHR,-1.3847,-48.4789,BELÉM,PA,SBBE,2016-03-22,1900-01-01 14:10:00,FINALIZADA,***,1,0
201411195595523,INCIDENT,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBBE,2014-11-19,1900-01-01 20:20:00,FINALIZADA,***,1,0
201404151534424,INCIDENT,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,-1.4598,-48.4878,BELÉM,PA,SBJC,2014-04-15,1900-01-01 20:53:00,FINALIZADA,***,1,0
201807101308366,INCIDENT,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO),F-NI,-1.3847,-48.4789,BELÉM,PA,SBBE,2018-07-10,1900-01-01 10:38:00,FINALIZADA,***,1,0
